URL,Title,Date
https://nextbigfuture.substack.com/p/deepseek-r1html?utm_campaign=post&utm_medium=web,"Open Source DeepSeek R1 Matches OpenAI O1 Math, Code and Reasoning",2025-01-21
https://www.digit.in/features/general/deepseek-r1-bloom-and-falcon-ai-exploring-lesser-known-open-source-llms.html,"DeepSeek-R1, BLOOM and Falcon AI: Exploring lesser-known open source LLMs",2025-01-21
https://www.techedt.com/deepseek-claims-its-reasoning-model-outperforms-openais-o1-on-key-benchmarks,DeepSeek claims its 'reasoning model' outperforms OpenAI’s o1 on key benchmarks - Tech Edition,2025-01-21
https://dev.ua/en/news/reliz-deepseek-r1-1737466165,Chinese startup DeepSeek releases OpenAI's o1 AI model and offers 90% cheaper subscription,2025-01-21
https://itc.ua/en/news/deepseek-launched-thinking-ai-model-r1-as-o1-from-openai-but-for-free/,"DeepSeek launched «thinking» AI model R1 — as o1 from OpenAI, but for free",2025-01-21
https://gigazine.net/gsc_news/en/20250121-deepseek-r1-open-released/,"OpenAI releases 'DeepSeek R1,' an inference model equivalent to o1, under the MIT license, which allows Chinese AI companies to use it commercially and modify it - GIGAZINE",2025-01-21
https://officechai.com/ai/how-deepseeks-ai-models-chain-of-thought-reasoning-is-eerily-human-like/,How DeepSeek's AI Model's Chain-Of-Thought Reasoning Is Eerily Human-Like,2025-01-21
https://www.geeky-gadgets.com/deepseek-r1-reasoning-ai/,DeepSeek-R1 Open Source Reasoning AI Model Released - Geeky Gadgets,2025-01-20
https://officechai.com/ai/chinese-company-deepseek-releases-r1-model-comparable-to-openais-o-1-with-90-cheaper-costs/,Chinese Company DeepSeek Releases R1 Model Comparable To OpenAI's o-1 With 90% Cheaper Costs,2025-01-21
https://www.news9live.com/technology/tech-news/deepseek-r1-openai-rival-explainer-simplified-2801900,DeepSeek R1: Open-source AI from a Chinese startup rivals OpenAI’s top model explained,2025-01-21
https://thevocalnews.com/auto-tech/deepseek-r1-ai-model-outperforms-openai-o1-math-coding/cid16093764.htm,DeepSeek-R1: China’s New AI Model Outperforms OpenAI’s o1 in Reasoning and Coding Tasks,2025-01-21
https://mashable.com/article/deepseek-ai-hands-on,China's DeepSeek AI might be smarter than OpenAI's smartest AI,2025-01-22
https://www.forbes.com/sites/craigsmith/2025/01/22/deepseek-how-chinas-ai-innovators-are-challenging-the-status-quo/,DeepSeek: How China’s AI Innovators Are Challenging The Status Quo,2025-01-22
https://www.reuters.com/technology/artificial-intelligence/tiktok-owner-bytedance-deepseek-lead-chinese-push-ai-reasoning-2025-01-22/,"TikTok owner ByteDance, DeepSeek lead Chinese push in AI reasoning",2025-01-22
https://hardforum.com/threads/a-new-open-source-ai-model-by-deepseek-rivals-the-best-for-3-of-the-cost-bytedance-hold-my-beer-deepseek-releases-janus-pro-7b-ai-model.2039319/page-2,"A new, open-source AI model by DeepSeek rivals the best, for 3% of the cost - ByteDance: ""Hold my beer!"" - DeepSeek releases Janus-Pro 7B AI model +",2025-01-22
https://www.msn.com/en-us/news/technology/deepseek-s-r1-model-challenges-openai-with-superior-performance-and-affordability/ar-AA1xCHMZ,DeepSeek’s R1 Model Challenges OpenAI with Superior Performance and Affordability,2025-01-22
https://indianexpress.com/article/technology/artificial-intelligence/deepseek-r1-a-reasoning-model-that-beats-openai-o1-9791318/,"DeepSeek unveils DeepSeek-R1, a reasoning model that beats OpenAI-o1",2025-01-22
https://www.thehindu.com/sci-tech/technology/chinese-ai-firm-deepseek-unveils-open-source-reasoning-model-deepseek-r1-beats-openais-o1/article69127316.ece,"DeepSeek releases open-source reasoning model, DeepSeek-R1, beats OpenAI’s o1 - The Hindu",2025-01-22
https://www.livemint.com/ai/artificial-intelligence/chatgpt-vs-deepseek-ai-perplexity-ai-ceo-aravind-srinivas-pledges-1-million-to-make-india-great-again-11737537686076.html,ChatGPT vs DeepSeek AI: Aravind Srinivas pledges $1 million to ‘make India great again’,2025-01-22
https://analyticsindiamag.com/global-tech/what-makes-deepseek-so-special/,What Makes DeepSeek So Special,2025-01-22
https://www.bigideas.fm/p/deepseek-is-special-and-is-reigniting?utm_campaign=post&utm_medium=web,DeepSeek is special and is reigniting conversations on Sovereign AI,2025-01-22
https://www.techinasia.com/news/deepseek-founder-named-chinas-ai-pioneer,DeepSeek founder named China's new AI pioneer,2025-01-22
https://www.testingcatalog.com/deepseek-r1-now-combines-real-time-web-data-with-advanced-reasoning/,DeepSeek R1 now combines real-time web data with reasoning,2025-01-22
https://www.thestack.technology/china-is-blowing-the-ai-lid-off-2/,China is blowing the AI lid off: The DeepSeek R1 model is...,2025-01-22
https://agenticinsights.substack.com/p/deepseek-r1-a-local-thinking-model?utm_campaign=post&utm_medium=web,DeepSeek-R1- a local thinking model - by Vaskin Kissoyan,2025-01-21
https://mrmomoh.substack.com/p/no-more-openai-and-anthropic-one?utm_campaign=post&utm_medium=web,No more OpenAI and Anthropic: One-Time Setup running DeepSeek R1 Locally,2025-01-22
https://mrmomoh.substack.com/p/deepseeks-r1-the-dark-horse-thats?utm_campaign=post&utm_medium=web,DeepSeek’s R1: The Dark Horse That’s Making OpenAI and Anthropic Sweat,2025-01-21
https://www.gadgets360.com/ai/news/deepseek-r1-reasoning-ai-model-launch-outperforms-openai-o1-7531427,DeepSeek Says Its New Reasoning-Focused DeepSeek-R1 AI Model Can Outperform OpenAI’s o1,2025-01-22
https://www.hpbl.co.in/news/nvidia-faces-historic-market-crash-as-chinese-ai-deepseek-disrupts-tech-stocks/,Nvidia Faces Historic Market Crash as Chinese AI DeepSeek Disrupts Tech Stocks – Market,2025-01-22
https://observervoice.com/deepseek-r1-a-new-era-in-ai-models-90619/,DeepSeek-R1: A New Era in AI Models - Observer Voice,2025-01-22
https://www.latestly.com/technology/deepseek-r1-llm-launched-by-chinese-ai-lab-outperforms-rivals-with-advanced-coding-math-and-general-knowledge-capabilities-check-details-6584105.html,"DeepSeek R1 LLM Launched by Chinese AI Lab, Outperforms Rivals With Advanced Coding, Math, and General Knowledge Capabilities; Check Details",2025-01-22
https://techstory.in/deepseek-unveils-deepseek-r1-affordable-ai-rivals-openais-best-models/,DeepSeek Unveils DeepSeek-R1: Affordable AI Rivals OpenAI’s Best Models – TechStory,2025-01-22
https://www.latestly.com/quickly/technology/china-s-deepseek-ai-lab-launches-new-llm-deepseek-r1-with-advanced-reasoning-check-details-6584105.html,Technology News,2025-01-22
https://www.nature.com/articles/d41586-025-00229-6,"China’s cheap, open AI model DeepSeek thrills scientists",2025-01-23
https://venturebeat.com/ai/why-everyone-in-ai-is-freaking-out-about-deepseek/,Why everyone in AI is freaking out about DeepSeek,2025-01-23
https://www.computerworld.com/article/3808579/chinese-ai-startup-deepseek-unveils-open-source-model-to-rival-openai-o1.html,Chinese AI startup DeepSeek unveils open-source model to rival OpenAI o1 – Computerworld,2025-01-23
https://www.rdworldonline.com/this-week-in-ai-research-a-0-55-m-token-model-rivals-openais-60-flagship/,DeepSeek-R1 RL model: 95% cost cut vs. OpenAI's o1,2025-01-23
https://www.drivingeco.com/en/China%27s-DeepSeek-R1-Surpasses-ChatGPT-Performance-Efficiency/,Chinese AI makes a strong showing: Deepseek-r1 outperforms ChatGPT in performance and efficiency,2025-01-23
https://www.bloomberg.com/news/newsletters/2025-01-23/i-m-a-deepseek-ai-bro-now?embedded-checkout=true,I’m a DeepSeek AI Bro Now - Bloomberg,2025-01-23
https://www.cnbc.com/2025/01/23/scale-ai-ceo-says-china-has-quickly-caught-the-us-with-deepseek.html,Scale AI CEO says China has quickly caught the U.S. with DeepSeek,2025-01-23
https://medium.com/data-science-in-your-pocket/why-deepseek-may-fail-the-ai-race-e49124d8ddda,Why DeepSeek may fail the AI Race,2025-01-23
https://www.rstreet.org/commentary/ramifications-of-chinas-deepseek-moment-part-1-ai-technological-supremacy-national-security/,"Ramifications of China’s DeepSeek Moment, Part 1: AI, Technological Supremacy and National Security - R Street Institute",2025-01-23
https://thedispatch.com/newsletter/techne/ai-on-the-cheap-vs-stargates-big-splash/,Why DeepSeek Is the Most Important Firm in AI - The Dispatch,2025-01-23
https://www.msn.com/en-us/news/technology/deepseek-v3-shows-china-s-ai-getting-better-and-cheaper/ar-AA1xml39?ocid=BingNewsVerp,DeepSeek-V3 shows China's AI getting better — and cheaper,2025-01-22
https://www.msn.com/en-us/news/technology/a-chinese-startup-just-showed-every-american-tech-company-how-quickly-it-s-catching-up-in-ai/ar-AA1xEfCz,China's DeepSeek just showed every American tech company how quickly it's catching up in AI,2025-01-22
https://evrimagaci.org/tpg/deepseek-unveils-opensource-ai-model-that-challenges-industry-giants-157588,DeepSeek Unveils Open-Source AI Model That Challenges Industry Giants - The Pinnacle Gazette,2025-01-23
https://www.msn.com/en-in/sports/cricket/chatgpt-vs-deepseek-ai-aravind-srinivas-pledges-1-million-to-make-india-great-again/ar-AA1xE6WH,ChatGPT vs Deepseek AI: Aravind Srinivas pledges $1 million to ‘make India great again’,2025-01-22
https://cio.eletsonline.com/news/deepseek-introduces-deepseek-r1-a-reasoning-model-rivalling-openais-o1/73915/,"DeepSeek Introduces DeepSeek-R1, a Reasoning Model Rivalling OpenAI’s o1",2025-01-23
https://healthranger.substack.com/p/ai-revolution-takes-center-stage?utm_campaign=post&utm_medium=web,AI revolution takes center stage as DeepSeek-R1 model demonstrates advanced reasoning capabilities,2025-01-23
https://www.analyticsinsight.net/artificial-intelligence/democratizing-ai-open-source-models-like-deepseek-r1,Democratizing AI: Open-Source Models Like DeepSeek-R1,2025-01-23
https://theprint.in/tech/tiktok-owner-bytedance-deepseek-lead-chinese-push-in-ai-reasoning/2457307/,"TikTok owner ByteDance, DeepSeek lead Chinese push in AI reasoning – ThePrint – ReutersFeed",2025-01-22
https://www.cnbc.com/2025/01/24/how-chinas-new-ai-model-deepseek-is-threatening-us-dominance.html,How China’s new AI model DeepSeek is threatening U.S. dominance,2025-01-24
https://www.ft.com/content/747a7b11-dcba-4aa5-8d25-403f56216d7e,How small Chinese AI start-up DeepSeek shocked Silicon Valley,2025-01-24
https://venturebeat.com/ai/tech-leaders-respond-to-the-rapid-rise-of-deepseek/,Tech leaders respond to the rapid rise of DeepSeek,2025-01-24
https://www.cnbc.com/video/2025/01/24/why-chinas-deepseek-is-putting-americas-ai-lead-in-jeopardy.html,Why China's DeepSeek is putting America's AI lead in jeopardy,2025-01-24
https://www.britannica.com/money/DeepSeek,DeepSeek,2025-01-19
https://opusresearch.net/2025/01/24/new-frontiers-in-customer-experience-deepseek-r1-and-titans/,New Frontiers in Customer Experience? DeepSeek-R1 and Titans    |,2025-01-24
https://www.aei.org/articles/deepseek-chinas-new-ai-challenge/,"Deepseek, China’s New AI Challenge",2025-01-24
https://gotchina.substack.com/p/deepseek-and-chinas-ai-development?utm_campaign=post&utm_medium=web,DeepSeek and China's AI development - Got China,2025-01-24
https://orangeai.substack.com/p/deepseek-r1-paper-breakdown-the-self?utm_campaign=post&utm_medium=web,DeepSeek R1 Paper Breakdown: The Self-Taught Prodigy,2025-01-24
https://prompthub.substack.com/p/have-the-chinese-overtaken-openai?utm_campaign=post&utm_medium=web,Have the Chinese overtaken OpenAI? An overview on DeepSeek's R-1,2025-01-24
https://warwickpowell.substack.com/p/chat-with-deepseek-about-impacts?utm_campaign=post&utm_medium=web,Chat with DeepSeek about Impacts on US Venture Capital,2025-01-24
https://autogpt.net/ogopenai-com-redirects-to-chinese-ai-lab-deepseek/,"""OGOpenAI.com"" Redirects to Chinese AI Lab, DeepSeek",2025-01-23
https://www.msn.com/en-us/money/other/inside-deepseek-s-ai-breakthrough/vi-AA1xO7Kg,Inside DeepSeek's AI breakthrough,2025-01-24
https://coinmarketcap.com/academy/article/microsoft-looks-into-deepseek-affiliation-for-potential-violations-of-openai-data-policies,Microsoft Looks Into DeepSeek Affiliation for Potential Violations of OpenAI Data Policies,2025-01-24
https://economictimes.indiatimes.com/opinion/et-commentary/the-deepseek-effect-why-chinas-ability-to-sneak-past-us-barriers-should-be-a-wake-up-call-for-indian-it-giants/articleshow/117699956.cms?from=mdr,The DeepSeek effect: Why China's ability to sneak past US barriers should be a wake up call for Indian IT giants - The Economic Times,2025-01-24
https://economictimes.indiatimes.com/opinion/et-commentary/deepseeks-frugal-model-shows-a-more-profitable-market-rewarding-genaisolution-than-tech-bro-ai/articleshow/117649673.cms?from=mdr,"DeepSeek’s frugal model shows a more profitable, market-rewarding GenAIsolution than Tech-Bro AI - The Economic Times",2025-01-24
https://evrimagaci.org/tpg/chinese-ai-startup-upsets-us-dominance-with-deepseek-models-158915,Chinese AI Startup Upsets U.S. Dominance With DeepSeek Models - The Pinnacle Gazette,2025-01-24
https://economictimes.indiatimes.com/opinion/et-commentary/dont-whip-self-over-deepseek/articleshow/117750679.cms?from=mdr,Don't whip self over DeepSeek - The Economic Times,2025-01-24
https://www.neowin.net/news/meta-plans-to-spend-65-billion-on-ai-investments-amid-deepseek-superiority-claims/,"Meta plans to spend $65 billion on AI investments, amid DeepSeek superiority claims - Neowin",2025-01-24
https://economictimes.indiatimes.com/opinion/et-commentary/how-india-can-leapfrog-ai-innovation-what-deepseeks-success-can-teach-us/articleshow/117990956.cms?from=mdr,How India can leapfrog AI innovation & what DeepSeek’s success can teach us - The Economic Times,2025-01-24
https://coinmarketcap.com/academy/article/week-in-solana-deepseek-cny-and-fomc-trigger-sol-sell-off,"Week in Solana: DeepSeek, CNY and FOMC Trigger SOL Sell-Off",2025-01-24
https://www.thestar.com.my/tech/tech-news/2025/01/24/how-chinese-ai-startup-deepseek-is-competing-with-silicon-valley-giants,How Chinese AI startup DeepSeek is competing with Silicon Valley giants,2025-01-24
https://www.msn.com/en-in/money/markets/nvidia-softbank-among-ai-stocks-fall-sharply-as-chinese-ai-firm-launches-deepseek-llm/ar-AA1xWdBK,"Nvidia, Softbank among AI stocks fall sharply as Chinese AI firm launches DeepSeek LLM",2025-01-24
https://www.smartprix.com/bytes/deepseek-r1-is-giving-openai-chatgpt-o1-a-run-for-its-money/,DeepSeek R1 Is Giving OpenAI ChatGPT o1 a Run for Its Money - Smartprix,2025-01-24
https://winbuzzer.com/2025/01/24/chinas-deepseek-r1-reasoning-model-and-openai-o1-contender-is-heavily-censored-xcxwbn/,China's DeepSeek R1 Reasoning Model and OpenAI o1 Contender is Heavily Censored - WinBuzzer,2025-01-24
https://www.lewrockwell.com/2025/01/no_author/chinas-deepseek-bombshell-rocks-trumps-500b-ai-boondoggle/,China's DeepSeek Bombshell Rocks Trump's $500B AI Boondoggle - LewRockwell,2025-01-24
https://www.wired.com/story/deepseek-china-model-ai/,How Chinese AI Startup DeepSeek Made a Model that Rivals OpenAI,2025-01-25
https://venturebeat.com/ai/deepseek-r1s-bold-bet-on-reinforcement-learning-how-it-outpaced-openai-at-3-of-the-cost/,DeepSeek-R1’s bold bet on reinforcement learning: How it outpaced OpenAI at 3% of the cost,2025-01-25
https://www.globaltimes.cn/page/202501/1327542.shtml,Chinese tech start-up DeepSeek unnerves US with low-costs AI model on par with OpenAI's o1 - Global Times,2025-01-25
https://wccftech.com/chinese-ai-lab-deepseek-has-50000-nvidia-h100-ai-gpus-says-ai-ceo/,"Chinese AI Lab DeepSeek Has 50,000 NVIDIA H100 AI GPUs, Says AI CEO",2025-01-25
https://www.marktechpost.com/2025/01/25/deepseek-r1-vs-openais-o1-a-new-step-in-open-source-and-proprietary-models/,DeepSeek-R1 vs. OpenAI’s o1: A New Step in Open Source and Proprietary Models - MarkTechPost,2025-01-25
https://decrypt.co/302161/chinese-open-source-ai-deepseek-r1-openai-o1,Chinese Open-Source AI DeepSeek R1 Matches OpenAI's o1 at 98% Lower Cost - Decrypt,2025-01-25
https://mezha.media/en/2025/01/24/the-chinese-ai-model-deepseek-r1-is-as-good-as-openai-o1-if-you-don-t-ask-it-about-tiananmen-square/,The Chinese AI model DeepSeek-R1 is as good as OpenAI o1 if you don't ask it about Tiananmen Square • Mezha.Media,2025-01-24
https://www.forexlive.com/news/will-chinese-deepseek-disrupt-nvidia-20250125/,Will Chinese DeepSeek Disrupt NVIDIA?,2025-01-25
https://www.tweaktown.com/news/102798/chinese-ai-firm-deepseek-has-50-000-nvidia-h100-gpus-says-ceo-even-with-us-restrictions/index.html,"Chinese AI firm DeepSeek has 50,000 NVIDIA H100 AI GPUs says CEO, even with US restrictions",2025-01-25
https://www.digit.in/features/general/deepseek-r1-vs-llama-32-vs-chatgpt-o1-which-ai-model-wins.html,Deepseek R1 vs Llama 3.2 vs ChatGPT o1: Which AI model wins?,2025-01-25
https://www.techeblog.com/china-open-source-deepseek-r1-openai-o1/,Open-Source DeepSeek R1 LLM Matches OpenAI's o1 for a Fraction of the Cost - TechEBlog,2025-01-25
https://www.cnbcafrica.com/2025/how-chinas-new-ai-model-deepseek-is-threatening-u-s-dominance/,How China’s New AI Model DeepSeek Is Threatening U.S. Dominance - CNBC Africa,2025-01-25
https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/technology/deepseek-r1-explained-china-s-ambitious-answer-to-chatgpt-gemini-and-why-it-is-making-waves-article-12919316.html,"DeepSeek R1 Explained: China’s ambitious answer to ChatGPT, Gemini, and why it is making waves",2025-01-25
https://www.hindustantimes.com/trending/is-china-surpassing-the-us-in-ai-metas-chief-ai-scientist-reacts-to-chinas-deepseek-breakthrough-101737801113664.html,Is China surpassing the US in AI? Meta's chief AI scientist reacts to China's DeepSeek breakthrough,2025-01-25
https://tribune.com.pk/story/2524438/chinas-deepseek-ai-model-challenges-us-dominance-amid-sanctions,China's DeepSeek AI model challenges US dominance amid sanctions,2025-01-25
https://www.wsj.com/tech/ai/china-ai-deepseek-chatbot-6ac4ad33?mod=Searchresults_pos5&page=1,"Silicon Valley Is Raving About DeepSeek, a Made-in-China AI Model - WSJ",2025-01-25
https://indianexpress.com/article/technology/artificial-intelligence/how-chinas-deepseek-v3-ai-model-challenges-openais-dominance-9756749/,How China’s DeepSeek-V3 AI model challenges OpenAI’s dominance,2025-01-25
https://rohanpaul.substack.com/p/tinyzero-berkeley-researchers-reproduce?utm_campaign=post&utm_medium=web,🧠 Tinyzero: Berkeley Researchers Reproduce Deepseek R1-Zero With Extreme Low-Cost,2025-01-25
https://eurasiabusinessnews.com/2025/01/25/chinese-start-up-deepseek-challenges-global-ai-giant-openai/,Chinese start-up DeepSeek challenges global AI giant OpenAI – Eurasia Business News,2025-01-25
https://coastaljournal.substack.com/p/david-deepseek-vs-goliath-chatgpt?utm_campaign=post&utm_medium=web,David (Deepseek) vs. Goliath (ChatGPT),2025-01-24
https://deanhardywhite.substack.com/p/is-deepseek-a-mirror-or-mirage?utm_campaign=post&utm_medium=web,Is Deepseek A Mirror or Mirage? - by Dean Hardy-White,2025-01-25
https://www.exponentialview.co/p/ev-508,"🔮 The Sunday edition #508: Stargate & DeepSeek R-1; AI enzymes; kitchen fusion, photosynthesis in orbit & E(I)V ecosystems ++",2025-01-25
https://www.msn.com/en-us/news/technology/deepseek-s-open-ai-models-stir-interest-with-ingenious-domain-redirection/ar-AA1xKgq0,DeepSeek’s Open AI Models Stir Interest with Ingenious Domain Redirection,2025-01-24
https://www.msn.com/en-us/lifestyle/shopping/amd-integrates-deepseek-v3-model-on-instinct-mi300x-gpus/ar-AA1xOFFU?item=themed_featuredapps_enabled?loadin,AMD integrates DeepSeek-V3 model on Instinct MI300X GPUs,2025-01-25
https://global-macro-monitor.com/2025/01/25/chinas-ai-model-deepseek-is-threatens-u-s-dominance/,China’s AI Model DeepSeek Threatens U.S. Dominance,2025-01-25
https://www.udayavani.com/english-news/chinas-deepseek-the-new-buzz-in-the-ai-world,China’s DeepSeek: The New Buzz in the AI World,2025-01-25
https://www.cryptopolitan.com/metas-chief-ai-scientist-shares-his-opinion-about-deepseeks-success/,Meta's Chief AI scientist shares his opinion about DeepSeek’s success,2025-01-25
https://theafricalogistics.com/deepseek-r1-the-game-changer-in-ai-competition/,"DeepSeek-R1: The Game-Changer in AI Competition, Challenging OpenAI - theafricalogistics.com",2025-01-25
https://knowyourmeme.com/photos/2995055-deepseek,"January 20th, 2025 tweet by @deepseek_ai",2025-01-25
https://dsa.si/uncategorised/revolutionizing-ai-meet-deepseek-r1/8004/,Revolutionizing AI: Meet DeepSeek-R1! - DSA,2025-01-25
https://winbuzzer.com/2025/01/25/how-deepseek-r1-surpasses-chatgpt-o1-under-sanctions-redefining-ai-efficiency-using-only-2048-gpus-xcxwbn/,"How DeepSeek R1 Surpasses ChatGPT o1 Under Sanctions, Redefining AI Efficiency Using Only 2,048 GPUs - WinBuzzer",2025-01-25
https://www.forbes.com/sites/janakirammsv/2025/01/26/all-about-deepseekthe-chinese-ai-startup-challenging-the-us-big-tech/,All About DeepSeek — The Chinese AI Startup Challenging US Big Tech,2025-01-26
https://www.thewirechina.com/2025/01/26/deepseek-and-the-strategic-limits-of-u-s-sanctions/,DeepSeek and the Strategic Limits of U.S. Sanctions - The Wire China,2025-01-26
https://techcrunch.com/2025/01/26/deepseek-gets-silicon-valley-talking/,DeepSeek gets Silicon Valley talking,2025-01-26
https://fortune.com/asia/2025/01/27/deepseek-shakes-up-stocks-as-traders-fear-for-u-s-tech-leadership/,DeepSeek shakes up stocks as traders fear for U.S. tech leadership,2025-01-26
https://www.home.saxo/content/articles/equities/chinas-deepseek-could-this-be-a-turning-point-for-us-tech-27012025,China’s DeepSeek: Could This be a Turning Point for US Tech?,2025-01-26
https://cointelegraph.com/news/release-deep-seek-shatters-long-held-assumptions-ai,Release of DeepSeek R1 shatters long-held assumptions about AI,2025-01-26
https://www.biometricupdate.com/202501/chinas-deepseek-ai-poses-formidable-cyber-data-privacy-threats,"China’s DeepSeek AI poses formidable cyber, data privacy threats",2025-01-26
https://www.dailysabah.com/business/tech/new-model-by-chinese-ai-startup-deepseek-shakes-up-us-based-giants,New model by Chinese AI startup DeepSeek shakes up US-based giants,2025-01-26
https://www.asiatechreview.com/p/how-chinas-deepseek-quietly-outpaced,How China’s DeepSeek quietly outpaced the US in the global AI race,2025-01-26
https://technode.com/2025/01/26/silicon-valley-stunned-as-chinas-deepseek-r1-surpasses-us-ai-giants-undercuts-costs/,"Silicon Valley stunned as China's DeepSeek-R1 surpasses US AI giants, undercuts costs · TechNode",2025-01-26
https://www.cnbc.com/2025/01/27/japan-chip-stocks-fall-as-deepseeks-challenge-to-us-ai-dominance-raises-worries-for-asian-tech-firms.html,Japan chip stocks fall as DeepSeek's challenge to U.S. AI dominance raises worries for Asian tech firms,2025-01-26
https://www.forbes.com/sites/petercohan/2025/01/26/nvidia-stock-may-fall-as-deepseeks-amazing-ai-model-disrupts-openai/,Nvidia Stock May Fall As DeepSeek’s ‘Amazing’ AI Model Disrupts OpenAI,2025-01-26
https://seekingalpha.com/news/4398699-chinese-ai-lab-deepseek-rattles-silicon-valley,Chinese AI lab DeepSeek rattles Silicon Valley,2025-01-26
https://markets.businessinsider.com/news/currencies/analysis-ai-tokens-are-the-real-losers-of-the-deepseek-revolution-1034270186,ANALYSIS: AI Tokens Are the Real Losers of the DeepSeek Revolution,2025-01-26
